Timestamp,Country.,Pin Code,Gender,Influencing Factors,Higher Education Aspiration,Work for 3+ Years?,Work for Unclear Mission?,Work for Inconsistent Mission?,Work for Non-Social Impact?,Preferred Working Environment?,Preferred Employers?,Which type of learning environment that you are most likely to work in ?,Which of the below careers looks close to your Aspirational job ?,Ideal Manager Type ?,Preferred Work Setup ?,Minimum Salary Expectation (First 3 Years),Expected Monthly Salary (After 5 Years)
05-05-2023 12:11,India,431122,M,World Leaders,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,Build and develop a Team,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,21k to 25k,71k to 90k
05-05-2023 12:11,India,431122,M,World Leaders,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,Become a content Creator in some platform,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,21k to 25k,71k to 90k
05-05-2023 12:11,India,431122,M,World Leaders,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,Entrepreneur or Start Up,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,21k to 25k,71k to 90k
05-05-2023 12:11,India,431122,M,World Leaders,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Manager Teaching you,Teaching in any of the institutes/colleges/online or offline,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,21k to 25k,71k to 90k
05-05-2023 12:11,India,431122,M,World Leaders,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Manager Teaching you,Build and develop a Team,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,21k to 25k,71k to 90k
05-05-2023 12:11,India,431122,M,World Leaders,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Manager Teaching you,Become a content Creator in some platform,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,21k to 25k,71k to 90k
05-05-2023 12:11,India,431122,M,World Leaders,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Manager Teaching you,Entrepreneur or Start Up,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,21k to 25k,71k to 90k
05-05-2023 23:30,India,600119,M,Influencers,Yes,Will Stay 3+ years,N,Will Work,6,"Fully Remote, Travel as Needed",Learning-Friendly Employer,Self Paced Learning Portals of the Company,Design and Creative strategy in any company,Target-Setting Manager,Work with 2 to 3 people in my team,26k to 30k,71k to 90k
05-05-2023 23:30,India,600119,M,Influencers,Yes,Will Stay 3+ years,N,Will Work,6,"Fully Remote, Travel as Needed",Learning-Friendly Employer,Self Paced Learning Portals of the Company,Teaching in any of the institutes/colleges/online or offline,Target-Setting Manager,Work with 2 to 3 people in my team,26k to 30k,71k to 90k
05-05-2023 23:30,India,600119,M,Influencers,Yes,Will Stay 3+ years,N,Will Work,6,"Fully Remote, Travel as Needed",Learning-Friendly Employer,Self Paced Learning Portals of the Company,Business Operations in any organization,Target-Setting Manager,Work with 2 to 3 people in my team,26k to 30k,71k to 90k
05-05-2023 23:30,India,600119,M,Influencers,Yes,Will Stay 3+ years,N,Will Work,6,"Fully Remote, Travel as Needed",Learning-Friendly Employer,Self Paced Learning Portals of the Company,Look deeply into Data and generate insights,Target-Setting Manager,Work with 2 to 3 people in my team,26k to 30k,71k to 90k
05-05-2023 23:30,India,600119,M,Influencers,Yes,Will Stay 3+ years,N,Will Work,6,"Fully Remote, Travel as Needed",Learning-Friendly Employer,Instructor or Expert Learning Programs,Design and Creative strategy in any company,Target-Setting Manager,Work with 2 to 3 people in my team,26k to 30k,71k to 90k
05-05-2023 23:30,India,600119,M,Influencers,Yes,Will Stay 3+ years,N,Will Work,6,"Fully Remote, Travel as Needed",Learning-Friendly Employer,Instructor or Expert Learning Programs,Teaching in any of the institutes/colleges/online or offline,Target-Setting Manager,Work with 2 to 3 people in my team,26k to 30k,71k to 90k
05-05-2023 23:30,India,600119,M,Influencers,Yes,Will Stay 3+ years,N,Will Work,6,"Fully Remote, Travel as Needed",Learning-Friendly Employer,Instructor or Expert Learning Programs,Business Operations in any organization,Target-Setting Manager,Work with 2 to 3 people in my team,26k to 30k,71k to 90k
05-05-2023 23:30,India,600119,M,Influencers,Yes,Will Stay 3+ years,N,Will Work,6,"Fully Remote, Travel as Needed",Learning-Friendly Employer,Instructor or Expert Learning Programs,Look deeply into Data and generate insights,Target-Setting Manager,Work with 2 to 3 people in my team,26k to 30k,71k to 90k
05-05-2023 23:30,India,600119,M,Influencers,Yes,Will Stay 3+ years,N,Will Work,6,"Fully Remote, Travel as Needed",Learning-Friendly Employer,Learning by observing others,Design and Creative strategy in any company,Target-Setting Manager,Work with 2 to 3 people in my team,26k to 30k,71k to 90k
05-05-2023 23:30,India,600119,M,Influencers,Yes,Will Stay 3+ years,N,Will Work,6,"Fully Remote, Travel as Needed",Learning-Friendly Employer,Learning by observing others,Teaching in any of the institutes/colleges/online or offline,Target-Setting Manager,Work with 2 to 3 people in my team,26k to 30k,71k to 90k
05-05-2023 23:30,India,600119,M,Influencers,Yes,Will Stay 3+ years,N,Will Work,6,"Fully Remote, Travel as Needed",Learning-Friendly Employer,Learning by observing others,Business Operations in any organization,Target-Setting Manager,Work with 2 to 3 people in my team,26k to 30k,71k to 90k
05-05-2023 23:30,India,600119,M,Influencers,Yes,Will Stay 3+ years,N,Will Work,6,"Fully Remote, Travel as Needed",Learning-Friendly Employer,Learning by observing others,Look deeply into Data and generate insights,Target-Setting Manager,Work with 2 to 3 people in my team,26k to 30k,71k to 90k
06-05-2023 15:42,India,452003,M,World Leaders,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",5,"Hybrid, <3 Days in Office",Learning-Friendly Employer,Self Paced Learning Portals of the Company,Manage and drive End-to-End Projects or Products,Goal-Setting Supportive Manager,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",>50k,>151k
06-05-2023 15:42,India,452003,M,World Leaders,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",5,"Hybrid, <3 Days in Office",Learning-Friendly Employer,Self Paced Learning Portals of the Company,Design and Develop amazing software,Goal-Setting Supportive Manager,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",>50k,>151k
06-05-2023 15:42,India,452003,M,World Leaders,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",5,"Hybrid, <3 Days in Office",Learning-Friendly Employer,Self Paced Learning Portals of the Company,Look deeply into Data and generate insights,Goal-Setting Supportive Manager,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",>50k,>151k
06-05-2023 15:42,India,452003,M,World Leaders,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",5,"Hybrid, <3 Days in Office",Learning-Friendly Employer,Self Paced Learning Portals of the Company,Entrepreneur or Start Up,Goal-Setting Supportive Manager,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",>50k,>151k
06-05-2023 15:42,India,452003,M,World Leaders,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",5,"Hybrid, <3 Days in Office",Learning-Friendly Employer,Instructor or Expert Learning Programs,Manage and drive End-to-End Projects or Products,Goal-Setting Supportive Manager,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",>50k,>151k
06-05-2023 15:42,India,452003,M,World Leaders,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",5,"Hybrid, <3 Days in Office",Learning-Friendly Employer,Instructor or Expert Learning Programs,Design and Develop amazing software,Goal-Setting Supportive Manager,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",>50k,>151k
06-05-2023 15:42,India,452003,M,World Leaders,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",5,"Hybrid, <3 Days in Office",Learning-Friendly Employer,Instructor or Expert Learning Programs,Look deeply into Data and generate insights,Goal-Setting Supportive Manager,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",>50k,>151k
06-05-2023 15:42,India,452003,M,World Leaders,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",5,"Hybrid, <3 Days in Office",Learning-Friendly Employer,Instructor or Expert Learning Programs,Entrepreneur or Start Up,Goal-Setting Supportive Manager,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",>50k,>151k
06-05-2023 15:42,India,452003,M,World Leaders,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",5,"Hybrid, <3 Days in Office",Learning-Friendly Employer,Trial and error by doing side projects within the company,Manage and drive End-to-End Projects or Products,Goal-Setting Supportive Manager,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",>50k,>151k
06-05-2023 15:42,India,452003,M,World Leaders,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",5,"Hybrid, <3 Days in Office",Learning-Friendly Employer,Trial and error by doing side projects within the company,Design and Develop amazing software,Goal-Setting Supportive Manager,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",>50k,>151k
06-05-2023 15:42,India,452003,M,World Leaders,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",5,"Hybrid, <3 Days in Office",Learning-Friendly Employer,Trial and error by doing side projects within the company,Look deeply into Data and generate insights,Goal-Setting Supportive Manager,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",>50k,>151k
06-05-2023 15:42,India,452003,M,World Leaders,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",5,"Hybrid, <3 Days in Office",Learning-Friendly Employer,Trial and error by doing side projects within the company,Entrepreneur or Start Up,Goal-Setting Supportive Manager,"Work with 2 to 3 people in my team, Work with 5 to 6 people in my team",>50k,>151k
09-05-2023 15:10,India,110058,M,Influencers,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",5,"Hybrid, <3 Days in Office",Growth-Oriented Rewarding Employer,Self Paced Learning Portals of the Company,Build and develop a Team,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,21k to 25k,91k to 110k
09-05-2023 15:10,India,110058,M,Influencers,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",5,"Hybrid, <3 Days in Office",Growth-Oriented Rewarding Employer,Self Paced Learning Portals of the Company,Look deeply into Data and generate insights,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,21k to 25k,91k to 110k
09-05-2023 15:10,India,110058,M,Influencers,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",5,"Hybrid, <3 Days in Office",Growth-Oriented Rewarding Employer,Self Paced Learning Portals of the Company,Become a content Creator in some platform,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,21k to 25k,91k to 110k
09-05-2023 15:10,India,110058,M,Influencers,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",5,"Hybrid, <3 Days in Office",Growth-Oriented Rewarding Employer,Self Paced Learning Portals of the Company,Entrepreneur or Start Up,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,21k to 25k,91k to 110k
09-05-2023 15:10,India,110058,M,Influencers,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",5,"Hybrid, <3 Days in Office",Growth-Oriented Rewarding Employer,Learning by observing others,Build and develop a Team,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,21k to 25k,91k to 110k
09-05-2023 15:10,India,110058,M,Influencers,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",5,"Hybrid, <3 Days in Office",Growth-Oriented Rewarding Employer,Learning by observing others,Look deeply into Data and generate insights,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,21k to 25k,91k to 110k
09-05-2023 15:10,India,110058,M,Influencers,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",5,"Hybrid, <3 Days in Office",Growth-Oriented Rewarding Employer,Learning by observing others,Become a content Creator in some platform,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,21k to 25k,91k to 110k
09-05-2023 15:10,India,110058,M,Influencers,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",5,"Hybrid, <3 Days in Office",Growth-Oriented Rewarding Employer,Learning by observing others,Entrepreneur or Start Up,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,21k to 25k,91k to 110k
09-05-2023 15:10,India,110058,M,Influencers,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",5,"Hybrid, <3 Days in Office",Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,Build and develop a Team,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,21k to 25k,91k to 110k
09-05-2023 15:10,India,110058,M,Influencers,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",5,"Hybrid, <3 Days in Office",Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,Look deeply into Data and generate insights,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,21k to 25k,91k to 110k
09-05-2023 15:10,India,110058,M,Influencers,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",5,"Hybrid, <3 Days in Office",Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,Become a content Creator in some platform,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,21k to 25k,91k to 110k
09-05-2023 15:10,India,110058,M,Influencers,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",5,"Hybrid, <3 Days in Office",Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,Entrepreneur or Start Up,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,21k to 25k,91k to 110k
13-05-2023 09:03,India,110010,F,Parents,No,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Learning-Friendly Employer,Self Paced Learning Portals of the Company,Business Operations in any organization,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,21k to 25k,91k to 110k
13-05-2023 09:03,India,110010,F,Parents,No,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Learning-Friendly Employer,Self Paced Learning Portals of the Company,Manage and drive End-to-End Projects or Products,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,21k to 25k,91k to 110k
13-05-2023 09:03,India,110010,F,Parents,No,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Learning-Friendly Employer,Self Paced Learning Portals of the Company,Build and develop a Team,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,21k to 25k,91k to 110k
13-05-2023 09:03,India,110010,F,Parents,No,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Learning-Friendly Employer,Self Paced Learning Portals of the Company,Work as a freelancer and do my thing my way,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,21k to 25k,91k to 110k
13-05-2023 09:03,India,110010,F,Parents,No,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Learning-Friendly Employer,Instructor or Expert Learning Programs,Business Operations in any organization,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,21k to 25k,91k to 110k
13-05-2023 09:03,India,110010,F,Parents,No,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Learning-Friendly Employer,Instructor or Expert Learning Programs,Manage and drive End-to-End Projects or Products,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,21k to 25k,91k to 110k
13-05-2023 09:03,India,110010,F,Parents,No,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Learning-Friendly Employer,Instructor or Expert Learning Programs,Build and develop a Team,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,21k to 25k,91k to 110k
13-05-2023 09:03,India,110010,F,Parents,No,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Learning-Friendly Employer,Instructor or Expert Learning Programs,Work as a freelancer and do my thing my way,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,21k to 25k,91k to 110k
13-05-2023 09:03,India,110010,F,Parents,No,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Learning-Friendly Employer,Manager Teaching you,Business Operations in any organization,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,21k to 25k,91k to 110k
13-05-2023 09:03,India,110010,F,Parents,No,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Learning-Friendly Employer,Manager Teaching you,Manage and drive End-to-End Projects or Products,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,21k to 25k,91k to 110k
13-05-2023 09:03,India,110010,F,Parents,No,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Learning-Friendly Employer,Manager Teaching you,Build and develop a Team,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,21k to 25k,91k to 110k
13-05-2023 09:03,India,110010,F,Parents,No,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Learning-Friendly Employer,Manager Teaching you,Work as a freelancer and do my thing my way,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,21k to 25k,91k to 110k
16-05-2023 21:33,India,533429,M,Acquiantanace,Yes,Will Stay 3+ years,N,"No, Won't Work",5,Daily Office Environment,Employer Supporting and Rewarding Learning,Self Paced Learning Portals of the Company,Design and Creative strategy in any company,Goal-Setting Supportive Manager,Alone or with 2-3 People,21k to 25k,50k to 70k
16-05-2023 21:33,India,533429,M,Acquiantanace,Yes,Will Stay 3+ years,N,"No, Won't Work",5,Daily Office Environment,Employer Supporting and Rewarding Learning,Self Paced Learning Portals of the Company,Business Operations in any organization,Goal-Setting Supportive Manager,Alone or with 2-3 People,21k to 25k,50k to 70k
16-05-2023 21:33,India,533429,M,Acquiantanace,Yes,Will Stay 3+ years,N,"No, Won't Work",5,Daily Office Environment,Employer Supporting and Rewarding Learning,Self Paced Learning Portals of the Company,Look deeply into Data and generate insights,Goal-Setting Supportive Manager,Alone or with 2-3 People,21k to 25k,50k to 70k
16-05-2023 21:33,India,533429,M,Acquiantanace,Yes,Will Stay 3+ years,N,"No, Won't Work",5,Daily Office Environment,Employer Supporting and Rewarding Learning,Self Paced Learning Portals of the Company,Entrepreneur or Start Up,Goal-Setting Supportive Manager,Alone or with 2-3 People,21k to 25k,50k to 70k
16-05-2023 21:33,India,533429,M,Acquiantanace,Yes,Will Stay 3+ years,N,"No, Won't Work",5,Daily Office Environment,Employer Supporting and Rewarding Learning,Instructor or Expert Learning Programs,Design and Creative strategy in any company,Goal-Setting Supportive Manager,Alone or with 2-3 People,21k to 25k,50k to 70k
16-05-2023 21:33,India,533429,M,Acquiantanace,Yes,Will Stay 3+ years,N,"No, Won't Work",5,Daily Office Environment,Employer Supporting and Rewarding Learning,Instructor or Expert Learning Programs,Business Operations in any organization,Goal-Setting Supportive Manager,Alone or with 2-3 People,21k to 25k,50k to 70k
16-05-2023 21:33,India,533429,M,Acquiantanace,Yes,Will Stay 3+ years,N,"No, Won't Work",5,Daily Office Environment,Employer Supporting and Rewarding Learning,Instructor or Expert Learning Programs,Look deeply into Data and generate insights,Goal-Setting Supportive Manager,Alone or with 2-3 People,21k to 25k,50k to 70k
16-05-2023 21:33,India,533429,M,Acquiantanace,Yes,Will Stay 3+ years,N,"No, Won't Work",5,Daily Office Environment,Employer Supporting and Rewarding Learning,Instructor or Expert Learning Programs,Entrepreneur or Start Up,Goal-Setting Supportive Manager,Alone or with 2-3 People,21k to 25k,50k to 70k
16-05-2023 21:33,India,533429,M,Acquiantanace,Yes,Will Stay 3+ years,N,"No, Won't Work",5,Daily Office Environment,Employer Supporting and Rewarding Learning,Manager Teaching you,Design and Creative strategy in any company,Goal-Setting Supportive Manager,Alone or with 2-3 People,21k to 25k,50k to 70k
16-05-2023 21:33,India,533429,M,Acquiantanace,Yes,Will Stay 3+ years,N,"No, Won't Work",5,Daily Office Environment,Employer Supporting and Rewarding Learning,Manager Teaching you,Business Operations in any organization,Goal-Setting Supportive Manager,Alone or with 2-3 People,21k to 25k,50k to 70k
16-05-2023 21:33,India,533429,M,Acquiantanace,Yes,Will Stay 3+ years,N,"No, Won't Work",5,Daily Office Environment,Employer Supporting and Rewarding Learning,Manager Teaching you,Look deeply into Data and generate insights,Goal-Setting Supportive Manager,Alone or with 2-3 People,21k to 25k,50k to 70k
16-05-2023 21:33,India,533429,M,Acquiantanace,Yes,Will Stay 3+ years,N,"No, Won't Work",5,Daily Office Environment,Employer Supporting and Rewarding Learning,Manager Teaching you,Entrepreneur or Start Up,Goal-Setting Supportive Manager,Alone or with 2-3 People,21k to 25k,50k to 70k
16-05-2023 21:35,India,500015,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",7,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Self Paced Learning Portals of the Company,Look deeply into Data and generate insights,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,31k to 40k,71k to 90k
16-05-2023 21:35,India,500015,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",7,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Self Paced Learning Portals of the Company,Work as a freelancer and do my thing my way,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,31k to 40k,71k to 90k
16-05-2023 21:35,India,500015,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",7,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Self Paced Learning Portals of the Company,Entrepreneur or Start Up,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,31k to 40k,71k to 90k
16-05-2023 21:35,India,500015,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",7,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Self Paced Learning Portals of the Company,An Artificial Intelligence Specialist / Talking to Robots,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,31k to 40k,71k to 90k
16-05-2023 21:35,India,500015,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",7,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Look deeply into Data and generate insights,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,31k to 40k,71k to 90k
16-05-2023 21:35,India,500015,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",7,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Work as a freelancer and do my thing my way,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,31k to 40k,71k to 90k
16-05-2023 21:35,India,500015,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",7,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Entrepreneur or Start Up,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,31k to 40k,71k to 90k
16-05-2023 21:35,India,500015,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",7,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,An Artificial Intelligence Specialist / Talking to Robots,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,31k to 40k,71k to 90k
16-05-2023 21:35,India,500015,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",7,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Manager Teaching you,Look deeply into Data and generate insights,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,31k to 40k,71k to 90k
16-05-2023 21:35,India,500015,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",7,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Manager Teaching you,Work as a freelancer and do my thing my way,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,31k to 40k,71k to 90k
16-05-2023 21:35,India,500015,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",7,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Manager Teaching you,Entrepreneur or Start Up,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,31k to 40k,71k to 90k
16-05-2023 21:35,India,500015,M,Parents,No,Will Stay 3+ years,N,"No, Won't Work",7,"Hybrid, >15 Days in Office",Growth-Oriented Rewarding Employer,Manager Teaching you,An Artificial Intelligence Specialist / Talking to Robots,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,31k to 40k,71k to 90k
16-05-2023 21:36,India,500036,M,Parents,Yes,Will Stay 3+ years,N,"No, Won't Work",4,Daily Office Environment,Learning-Friendly Employer,Self Paced Learning Portals of the Company,Business Operations in any organization,Goal-Setting Supportive Manager,Work with 7 to 10 or more people in my team,26k to 30k,>151k
16-05-2023 21:36,India,500036,M,Parents,Yes,Will Stay 3+ years,N,"No, Won't Work",4,Daily Office Environment,Learning-Friendly Employer,Self Paced Learning Portals of the Company,Build and develop a Team,Goal-Setting Supportive Manager,Work with 7 to 10 or more people in my team,26k to 30k,>151k
16-05-2023 21:36,India,500036,M,Parents,Yes,Will Stay 3+ years,N,"No, Won't Work",4,Daily Office Environment,Learning-Friendly Employer,Self Paced Learning Portals of the Company,Look deeply into Data and generate insights,Goal-Setting Supportive Manager,Work with 7 to 10 or more people in my team,26k to 30k,>151k
16-05-2023 21:36,India,500036,M,Parents,Yes,Will Stay 3+ years,N,"No, Won't Work",4,Daily Office Environment,Learning-Friendly Employer,Self Paced Learning Portals of the Company,Work as a freelancer and do my thing my way,Goal-Setting Supportive Manager,Work with 7 to 10 or more people in my team,26k to 30k,>151k
16-05-2023 21:36,India,500036,M,Parents,Yes,Will Stay 3+ years,N,"No, Won't Work",4,Daily Office Environment,Learning-Friendly Employer,Instructor or Expert Learning Programs,Business Operations in any organization,Goal-Setting Supportive Manager,Work with 7 to 10 or more people in my team,26k to 30k,>151k
16-05-2023 21:36,India,500036,M,Parents,Yes,Will Stay 3+ years,N,"No, Won't Work",4,Daily Office Environment,Learning-Friendly Employer,Instructor or Expert Learning Programs,Build and develop a Team,Goal-Setting Supportive Manager,Work with 7 to 10 or more people in my team,26k to 30k,>151k
16-05-2023 21:36,India,500036,M,Parents,Yes,Will Stay 3+ years,N,"No, Won't Work",4,Daily Office Environment,Learning-Friendly Employer,Instructor or Expert Learning Programs,Look deeply into Data and generate insights,Goal-Setting Supportive Manager,Work with 7 to 10 or more people in my team,26k to 30k,>151k
16-05-2023 21:36,India,500036,M,Parents,Yes,Will Stay 3+ years,N,"No, Won't Work",4,Daily Office Environment,Learning-Friendly Employer,Instructor or Expert Learning Programs,Work as a freelancer and do my thing my way,Goal-Setting Supportive Manager,Work with 7 to 10 or more people in my team,26k to 30k,>151k
16-05-2023 21:36,India,500036,M,Parents,Yes,Will Stay 3+ years,N,"No, Won't Work",4,Daily Office Environment,Learning-Friendly Employer,Learning by observing others,Business Operations in any organization,Goal-Setting Supportive Manager,Work with 7 to 10 or more people in my team,26k to 30k,>151k
16-05-2023 21:36,India,500036,M,Parents,Yes,Will Stay 3+ years,N,"No, Won't Work",4,Daily Office Environment,Learning-Friendly Employer,Learning by observing others,Build and develop a Team,Goal-Setting Supportive Manager,Work with 7 to 10 or more people in my team,26k to 30k,>151k
16-05-2023 21:36,India,500036,M,Parents,Yes,Will Stay 3+ years,N,"No, Won't Work",4,Daily Office Environment,Learning-Friendly Employer,Learning by observing others,Look deeply into Data and generate insights,Goal-Setting Supportive Manager,Work with 7 to 10 or more people in my team,26k to 30k,>151k
